Date,ASHR,FXI,KWEB,MCHI,SPY
2018-10-24,21.07691192626953,32.813838958740234,33.8044548034668,45.69782257080078,237.92694091796875
2018-10-25,21.645566940307617,33.56789779663086,35.11774826049805,46.75669860839844,242.1953887939453
2018-10-26,21.35207176208496,33.025657653808594,34.84485626220703,45.95159912109375,237.93585205078125
2018-10-29,20.407367706298828,32.41564178466797,33.76181411743164,44.673954010009766,236.6176300048828
2018-10-30,20.829273223876953,32.881629943847656,34.07734680175781,45.38277816772461,240.12396240234375
2018-10-31,21.306211471557617,33.28830337524414,35.578250885009766,46.599178314208984,242.68869018554688
2018-11-01,22.140846252441406,34.68626403808594,38.34980773925781,48.98821258544922,245.27134704589844
2018-11-02,22.12250328063965,34.80487823486328,37.974578857421875,49.08446502685547,243.81858825683594
2018-11-05,21.939067840576172,34.847232818603516,37.69316101074219,48.944454193115234,245.16371154785156
2018-11-06,21.801488876342773,34.847232818603516,37.897830963134766,48.88319778442383,246.71510314941406
2018-11-07,22.02161407470703,35.558929443359375,38.767669677734375,50.09083557128906,251.99700927734375
2018-11-08,21.416271209716797,34.73709487915039,36.738040924072266,48.56814956665039,251.53964233398438
2018-11-09,20.976022720336914,33.79665756225586,35.16038131713867,47.20299530029297,249.08255004882812
2018-11-12,21.150283813476562,33.50011444091797,34.205265045166016,46.599178314208984,244.4283447265625
2018-11-13,21.755630493164062,34.17791748046875,35.21155548095703,47.74555969238281,243.9710693359375
2018-11-14,21.434616088867188,34.33888626098633,36.14109420776367,48.20061492919922,242.30313110351562
2018-11-15,22.012441635131836,34.97432327270508,37.37763214111328,49.35574722290039,244.83193969726562
2018-11-16,22.168363571166992,35.1268310546875,37.03651428222656,49.399497985839844,245.4686737060547
2018-11-19,21.939067840576172,34.550697326660156,35.902313232421875,48.3493766784668,241.31663513183594
2018-11-20,21.324548721313477,34.016929626464844,35.040992736816406,47.35176467895508,236.85081481933594
2018-11-21,21.728113174438477,34.65237045288086,36.507789611816406,48.48064041137695,237.65789794921875
2018-11-23,21.07691192626953,34.152496337890625,35.38211441040039,47.92932891845703,236.0706329345703
2018-11-26,21.186975479125977,34.847232818603516,36.2434196472168,49.0582160949707,239.8819122314453
2018-11-27,21.07691192626953,34.89807891845703,36.311649322509766,49.15446472167969,240.6889190673828
2018-11-28,21.56302261352539,35.67754364013672,37.15591049194336,50.48462677001953,246.23081970214844
2018-11-29,21.150283813476562,35.10988235473633,36.132564544677734,49.513267517089844,245.69287109375
2018-11-30,21.4804744720459,35.60128402709961,37.11326599121094,50.30086135864258,247.1903533935547
2018-12-03,22.24173927307129,36.13505172729492,38.298641204833984,51.228458404541016,250.4635467529297
2018-12-04,21.911550521850586,35.58434295654297,37.03651428222656,50.24835205078125,242.3479461669922
2018-12-06,21.627222061157227,35.11835479736328,36.66981887817383,49.32074737548828,241.98020935058594
2018-12-07,21.347726821899414,34.38125991821289,35.85966491699219,48.44564437866211,236.35755920410156
2018-12-10,21.199155807495117,34.24569320678711,35.67205810546875,48.13059997558594,236.8059844970703
2018-12-11,21.42201042175293,34.45750045776367,36.14109420776367,48.52439880371094,236.8597869873047
2018-12-12,21.496294021606445,34.95737838745117,36.80626678466797,49.101966857910156,238.05247497558594
2018-12-13,21.765579223632812,35.23697280883789,36.558956146240234,49.32074737548828,237.97177124023438
2018-12-14,21.375587463378906,34.847232818603516,35.89378356933594,48.629417419433594,233.57763671875
2018-12-17,21.078441619873047,34.355831146240234,34.614601135253906,47.66680145263672,228.99522399902344
2018-12-18,21.171295166015625,34.24104309082031,34.256431579589844,47.34428024291992,228.74415588378906
2018-12-19,20.660587310791016,33.67564010620117,33.156341552734375,46.38113784790039,225.31849670410156
2018-12-20,20.642013549804688,33.64136505126953,32.9005012512207,46.31927490234375,221.65078735351562
2018-12-21,20.131301879882812,33.3929443359375,32.712886810302734,46.00117874145508,217.10928344726562
2018-12-24,20.252017974853516,33.12737274169922,32.4741096496582,45.621219635009766,211.37261962890625
2018-12-26,20.493444442749023,33.804141998291016,33.6078987121582,46.78760528564453,222.05221557617188
2018-12-27,20.27058982849121,33.48717498779297,33.4490852355957,46.52251052856445,223.75698852539062
2018-12-28,20.43773078918457,33.470035552978516,33.51966857910156,46.63738250732422,223.46832275390625
2018-12-31,20.363447189331055,33.47861099243164,33.08732604980469,46.49599838256836,225.4256591796875
2019-01-02,20.205591201782227,33.204471588134766,33.113792419433594,46.2397575378418,225.66014099121094
2019-01-03,19.973447799682617,32.63051223754883,31.940296173095703,45.064544677734375,220.27523803710938
2019-01-04,20.892728805541992,33.7356071472168,33.837303161621094,46.89363479614258,227.653564453125
2019-01-07,20.809158325195312,33.812705993652344,34.66669464111328,47.34428024291992,229.44854736328125
2019-01-08,20.83701515197754,33.9669075012207,34.790218353271484,47.70656204223633,231.60427856445312
2019-01-09,21.236297607421875,34.54944610595703,35.9372444152832,48.775733947753906,232.6866912841797
2019-01-10,21.245582580566406,34.755043029785156,36.07841491699219,49.17337417602539,233.50750732421875
2019-01-11,21.384868621826172,34.60083770751953,35.522552490234375,48.846435546875,233.59768676757812
2019-01-14,21.124868392944336,34.18964767456055,34.49905776977539,48.263240814208984,232.17254638671875
2019-01-15,21.561294555664062,34.52375030517578,35.019622802734375,48.83759689331055,234.83338928222656
